,outlet,headline,body,political_leaning
56976,ABC News,Trump's longtime personal pilot being considered to lead FAA,"President Donald Trump is considering tapping his longtime personal pilot John Dunkin to head up the Federal Aviation Administration.
Interested in Donald Trump? Add Donald Trump as an interest to stay up to date on the latest Donald Trump news, video, and analysis from ABC News. Add Interest
An administration official confirms to ABC News that Dunkin's name is on a list of candidates being considered for the top job. The story was first reported by Axios.
Dunkin has been a pilot for the president for over twenty years and was tasked with piloting the president's Boeing 757 — nicknamed Trump Force One — around the country during the 2016 campaign.
Beyond his experience flying the president's plane, an administration official pointed to Dunkin's qualifications in leading corporate flight operations.
The FAA, a branch within the Department of Transportation, is tasked with regulating the country's air traffic and airport operations.
The federal aviation administrator job is currently being filled in an acting capacity by Daniel Elwell, who previously served as deputy administrator, and moved into the acting role when the term of the Obama-appointed administrator Michael Huerta ended.",CENTER
189724,CNN,Blast hits rally attended by Ethiopian Prime Minister,"(CNN) An explosion hit a rally attended by the Ethiopian Prime Minister in the capital of Addis Ababa on Saturday, authorities say.
Footage from state TV shows Prime Minister Abiy Ahmed seated on a stage. A blast rings out in the distance and his bodyguards rush him off the stage, unharmed.
Ethiopia's Prime Minister Abiy Ahmed.
""There were a few casualties, details will be provided later,"" government spokesman Ahmed Shide told CNN, adding that it is likely there are ""a few"" deaths.
The blast occurred after the 41-year-old leader, dressed in a T-shirt, had finished giving a speech in front of thousands of supporters in Meskel Square.
Ahmed was sworn in as prime minister in April on a platform to unite Ethiopians and improve relations with neighboring Eritrea.
Read More",UNDEFINED
5285,NPR,The New Year Rings In With 'Fire And Fury.' It Might Mean A Consequential 2018,"The New Year Rings In With 'Fire And Fury.' It Might Mean A Consequential 2018
Enlarge this image toggle caption Andrew Caballero-Reynolds/AFP/Getty Images Andrew Caballero-Reynolds/AFP/Getty Images
2018 picked up where 2017 left off with eye-popping palace intrigue mixed with the widening net of the Department of Justice's Russia investigation.
The week kicked off with tabloid-like, tell-all details from the new book Fire and Fury with explosive on-the-record and blind quotes from White House insiders. It led to the president eviscerating his former chief strategist Steve Bannon, accusing him of losing his mind and branding him as ""Sloppy Steve.""
Some details in Wolff's book, which among other things questions the president's competence and mental stability, have not just been questioned by the White House, but also by reporters. Wolff, though, says he has hours of audio recordings and defended the top-selling book in an interview with NPR's All Things Considered Friday.
""When you write a book like this, people regret what they said to me,"" Wolff contended. ""What they say to any reporter who they relax with and they forget who they're talking to. I have sympathy for that, and I think the natural response is to say, 'Oh my god, I didn't say it.' But I will tell you, they said it.""
The week ended with a bombshell report from The New York Times about how Justice Department special counsel Robert Mueller's Russia probe may be targeting the president for obstruction of justice over his attempts to stop the attorney general from recusing himself from the investigation. The Times reported Trump dispatched White House counsel Don McGahn to stop Sessions from going through with it. It didn't work, and Trump was furious. The president believed, according to the Times, that the attorney general's job was to protect the president.
For his part, Trump sees it all as politically motivated, tweeting Friday:
It was a remarkable week and start to the new year that could portend a politically consequential 2018.
Here's a day-by-day look back at the week:
Monday
Trump's first tweet of the year threatens to cut off aid to Pakistan:
Tuesday
Enlarge this image toggle caption Rick Bowmer/AP Rick Bowmer/AP
Sen. Orrin Hatch, R-Utah, announces his retirement, triggering speculation that Mitt Romney will run for the seat. (Trump had gone to Utah late last year to try and encourage Hatch to run for re-election.)
Trump tweets that his nuclear button is bigger than North Korea's Kim Jong Un:
Trump also touts in a tweet that there were zero commercial aviation deaths in 2017. Trump can hardly claim credit, AP fact checks. There haven't been any in the U.S. in four years.
The co-founders of Fusion GPS, the firm that commissioned the Steele dossier of opposition research about Trump, speak out in an op-ed in the New York Times. It's headlined, ""The Republicans' Fake Investigations.""
(By the way, 10 years ago on this day, Barack Obama's path to the presidency took a giant leap forward with his win in the Iowa caucuses.)
Wednesday
Enlarge this image toggle caption The Washington Post/Getty Images The Washington Post/Getty Images
Doug Jones of Alabama and Tina Smith of Minnesota are sworn in as new Democratic senators and Minnesota Sen. Al Franken's resignation becomes official. The GOP majority in the Senate shrinks to 51-49.
Excerpts from Fire and Fury by Michael Wolff are released; Trump blasts former chief strategist Steve Bannon, who is quoted in the book. ""When he was fired,"" Trump says in an official statement, ""he not only lost his job, he lost his mind.""
Trump's private lawyers issue a cease-and-desist letter to Bannon for violating a non-disclosure agreement.
Trump dissolves his election integrity commission. The commission, which was plagued by controversy, formed after Trump claimed he lost the popular vote to Hillary Clinton in the 2016 election — by some 3 million votes — due to fraud. No evidence has ever been found of voter fraud on that scale, and several states balked at the commission's requests. Commission vice chairman Kris Kobach vows to take the investigation inside the Department of Homeland Security.
Former Trump campaign chairman Paul Manafort files a lawsuit against the Justice Department challenging the scope of the Mueller investigation. Manafort faces multiple criminal charges including conspiracy against the United States and has pleaded not guilty.
Thursday
Enlarge this image toggle caption Elaine Thompson/AP Elaine Thompson/AP
Enlarge this image toggle caption Manuel Balce Ceneta/AP Manuel Balce Ceneta/AP
Friday",LEFT
15897,The New York Times,California Today: A Vigil for Montecito’s Mudslide Victims,"[Read the full dispatch from The Times]
“I don’t know about you, but I’m scared of Mother Nature right now,” Mayor Cathy Murillo of Santa Barbara said at the vigil, The Associated Press reported.
“This was just the very first storm,” Larry Collins, an officer with the state’s emergency service, said in an interview with The Times on Saturday, surrounded by the devastation. “We don’t know what’s coming.”
Newsletter Sign Up Continue reading the main story California Today The news and stories that matter to Californians (and anyone else interested in the state). Sign up to get it by email. Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.
More coverage:
• The cleanup in Montecito has begun but there’s no end in sight, reported The Los Angeles Times.
Photo
• Future floods will be top-of-mind as Montecito rebuilds, reports The Associated Press.
• Meanwhile, Santa Barbara faces an economic shock to its tourism industry after last week’s mudslides.
• Why were the mudslides deadlier than the wildfires? KQED News has an explainer.
California Online
(Please note: We regularly highlight articles on news sites that have limited access for nonsubscribers.)
• Thirteen siblings, some shackled to their beds, were held captive by their parents in Perris, according to initial reports from the Riverside County Sheriff’s Department. [The New York Times]
• Antonio Villaraigosa, the former Los Angeles mayor, accused Lt. Gov. Gavin Newsom of “selling you snake oil” on universal health care during the first major debate in California’s 2018 governor’s race. [The Los Angeles Times]
Advertisement Continue reading the main story
• Profile: How the House majority leader Kevin McCarthy has become President Trump’s “friend and fixer.” [The Washington Post]
• A California town with deep Salvadoran influence wonders what comes next after Mr. Trump ended the “temporary protected status” for many. [The Fresno Bee]
• California’s attorney general, dismissing Mr. Trump’s claim that Deferred Action for Childhood Arrivals is dead, said the state is taking renewal applications. [The Sacramento Bee]
• In his last year of office, don’t expect Gov. Jerry Brown to go up against Proposition 13. [The Los Angeles Times]
• In a shock to many, the San Francisco mayoral race does not have any major Chinese-American candidate. [The San Francisco Chronicle]
Photo
• Amid a housing squeeze, a city must decide whether to rebuild after last months wildfires. [The Washington Post]
• A car crashed into the second floor of a building in Santa Ana after flying about 60 feet following a crash. [The New York Times]
• Oprah Winfrey and Tom Hanks do better against President Trump in California than Senators. Kamala Harris and Elizabeth Warren, according to a new poll. [East Bay Times]
Advertisement Continue reading the main story
• The actor Antonio Sabato Jr.’s bid for Congress faces some resistance among conservatives who say certain risqué acting roles disqualify him among fellow Republicans. [The Los Angeles Times]
• There is a high surf advisory in the Bay Area, with waves expected to reach between 20 feet. [SF Gate]
• The Upshot: How California became a role model on measles vaccination. [The New York Times]
And Finally ...
Photo
The Hollywood Farmers’ Market is one of the most popular in Los Angeles: Every Sunday, dozens of farmers drive in from across Southern California to set up stands along a two-block stretch of Ivar Avenue.
On any given Sunday, there is an abundant selection of strawberries, flowers, lettuce, avocados and vegetables. Although this is what is known as “winter” in Los Angeles, the market is always crowded with people and produce, and is a big source of revenue for many farmers.
This past Sunday, the market offered another way to measure the disruption caused by the mudflows in Montecito: Empty spaces. The closing of two miles of the 101, because of mud and debris, blocked farmers north of Los Angeles from driving their wares to market. Among the farmers who were unable to get there were Tutti Frutti Farms and The Garden Of….
California Today goes live at 6 a.m. Pacific time weekdays. Tell us what you want to see: CAtoday@nytimes.com.
California Today is edited by Julie Bloom, who grew up in Los Angeles and graduated from U.C. Berkeley.",LEFT
16202,The Guardian,Trump-Russia: Steve Bannon to face grilling by House investigators,"Trump-Russia investigation Trump-Russia: Steve Bannon to face grilling by House investigators One-time Trump confidant to testify about Trump team and Russia
Bannon told Michael Wolff Trump Tower meeting was ‘treasonous’
Fire and Fury: Inside the Trump White House – tell-all burns all Steve Bannon has so far avoided the scrutiny of congressional investigators. Photograph: Brynn Anderson/AP
The House intelligence committee will on Tuesday question Steve Bannon, the one-time confidant to Donald Trump who has fallen spectacularly from power.
'It's all explosive': Michael Wolff on Donald Trump Read more
The House panel is speeding toward a conclusion of its interviews in its investigation into Russian meddling in the 2016 election and alleged collusion between Trump aides and Moscow.
Bannon lost the backing of key Republican donors and his position at the hard-right Breitbart News after the publication – first reported by the Guardian – of an explosive book on the Trump White House by the journalist Michael Wolff.
The former White House strategist and Trump campaign manager was a key source for the book, in which he was quoted as calling a June 2016 meeting at Trump Tower in New York City between Trump aides including Donald Trump Jr and presidential son-in-law Jared Kushner “treasonous”, “unpatriotic” and “bad shit”.
The Trump aides believed the Russians at the meeting had “dirt” on Hillary Clinton, the Democratic candidate for president.
“The three senior guys in the campaign thought it was a good idea to meet with a foreign government inside Trump Tower in the conference room on the 25th floor – with no lawyers,” Bannon is quoted as saying in Fire and Fury: Inside the Trump White House.
“They didn’t have any lawyers. Even if you thought that this was not treasonous, or unpatriotic, or bad shit, and I happen to think it’s all of that, you should have called the FBI immediately.”
Bannon also gave a prescription for how such a meeting should have been set up and said he believed the Russians would likely have been introduced to Donald Trump.
“The chance that Don Jr did not walk these jumos up to his father’s office on the 26th floor is zero,” he said.
Bannon also predicted to Wolff that special counsel Robert Mueller would focus his investigation into Russian meddling in the 2016 election on money-laundering.
The Trump White House was “sitting on a beach trying to stop a category five” hurricane, he said, adding that Mueller’s investigators would “crack Don Jr like an egg on national TV”.
In the ensuing explosion of controversy, in which Wolff’s portrayal of White House aides’ doubts about Trump’s capacity for the job loomed large, Trump disavowed “Sloppy Steve” and argued there was no evidence of collusion between his presidential campaign and operatives tied to Russian president Vladimir Putin.
Bannon rowed back, saying his remarks about the “treasonous” meeting had only referred to Paul Manafort, his predecessor in charge of the Trump campaign who is one of four aides indicted by Mueller. Manafort has pleaded not guilty to money-laundering charges.
Bannon, who also told Wolff he knows no Russians, would not be a witness in any investigations, would not hire a lawyer and would not appear on national television answering questions, recently retained the same lawyer being used by former Trump chief of staff Reince Priebus and White House general counsel Don McGahn.
Bannon is scheduled to testify before the House panel on Tuesday, according to a person familiar with the committee’s plans not authorized to discuss private committee deliberations and speaking to the Associated Press on condition of anonymity.
Neither Bannon nor his lawyer responded to requests by the AP for comment.
How Bannon turned on Trump … and where the nationalist right goes next Read more
Russian election meddling is being investigated by Mueller, who was appointed by the justice department after Trump fired FBI director James Comey, and panels from both houses of Congress.
Bannon, who left the White House in August 2017, has so far avoided the scrutiny of congressional investigators, who have instead focused on trying to secure interviews with top witnesses like Manafort and former national security adviser Michael Flynn, who has pleaded guilty to lying to the FBI.
But Bannon played a critical role in the campaign, the presidential transition and the White House – all now under scrutiny from congressional investigators looking for evidence of a connection between Trump’s operations and Russia.
The final result of the House investigation could be marred by partisan infighting. Some committee members have discussed the probability that Republicans on the panel will issue one set of findings and the Democrats will issue their own report.",LEFT
75453,BBC,Northamptonshire council chief appointment 'lacked transparency',"Image copyright Northamptonshire County Council Image caption Damon Lawrenson is on a contract until June 2018
The appointment of a £1,150-a-day interim chief executive at a cash-strapped council ""lacked transparency"", a union has claimed.
Damon Lawrenson was given the role at Northamptonshire County Council ""too quickly"", Unison said.
The Conservative-run authority banned nearly all spending and has been labelled England's ""worst-run council"".
The council said the position was not advertised but the appointment ensured a ""quick and efficient transition"".
Northamptonshire branch secretary for Unison, Penny Smith, has now criticised the recruitment process, saying it was not ""open or transparent"".
She said she remained ""confused"" about why Mr Lawrenson was put in charge in October.
He had previously been the council's finance director and Ms Smith said the process happened ""too quickly"".
""He must be in some way culpable for the mess we are in,"" she said.
The council has blamed ""historically-low reserves, heavy reductions in government funding alongside soaring demand and costs in social care"" for its financial position.
Northamptonshire County Council's financial crisis: A timeline
Chris Stanbra, leader of the Liberal Democrat opposition, said Mr Lawrenson was appointed to the role ""because of the haste"" with which Dr Blantern left.
""It is ironic Mr Lawrenson is a highly-paid consultant when officers are telling councillors expenditure on consultants is being actively and deliberately reduced,"" he said.
Mr Lawrenson was the council's interim group director of finance from July 2016 to October last year.
A Local Government Association report criticised the authority for having ""very optimistic"" financial plans when he was in the post.
Image caption Northamptonshire County Council moved to new headquarters in October
Damon Lawrenson's contract as interim chief executive
Mr Lawrenson is employed until June through his company, DDL Consultancy
He is paid for days he works and not eligible for sick pay, holiday pay or pension contributions
He has worked an average of four days per week, meaning he will receive about £230,000 per year
The council estimates his pay will not be ""significantly different"" from the amount Dr Blantern would have received, including on-costs such as pension contributions
No extra money is paid to Mr Lawrenson's company
Source: Northamptonshire County Council
Mr Lawrenson was first employed at the council between June 2008 and February 2011 as assistant chief executive finance and assistant chief executive.
During that time, the authority took out four of 19 bank loans, known as Lender Option Borrower Option (LOBO) loans, described by financial experts as ""toxic"".
Another, taken out in 2010, comes with an interest rate of more than 11%.
The authority said the LOBO loans were commonly used by councils and were not considered ""toxic"" at the time. It added they were deemed appropriate and endorsed by full council.
Image copyright LinkedIn Image caption Damon Lawrenson lists successfully navigating Northamptonshire County Council through KPMG's advisory note as one of his achievements
In 2011, after leaving the authority following his first stint, Mr Lawrenson wrote in The Guardian that he had ""transformed"" its financial position and left behind ""a legacy of financial stability"".
On his LinkedIn page, he references ""successfully navigating"" a note from auditors KPMG, saying the authority was in danger of passing an unlawful budget, and ""implementing improvements"" following the LGA peer review report.
The council spokesman said: ""Damon's appointment was interim to ensure a quick and efficient transition from the previous chief executive in advance of a permanent appointment. Damon was already an interim and so continued with the engagement.
""His engagement as finance director was coming to an end after a permanent appointment was made for December 2017.
""Although the interim role was not advertised internally or externally, discussions did take place with cabinet members, senior directors and local government colleagues.""",UNDEFINED
78813,CNN,"For the first time, California appoints an undocumented immigrant to a state post","(CNN) Lizbeth Mateo seems to be a woman that's going places. She was the first person in her family to go to college. She has a law degree, and her own firm in metro Los Angeles. She was just appointed to a California state senate committee.
She's also an undocumented immigrant.
It's believed to be the first time in state history that an undocumented immigrant has been put on a statewide committee, and her appointment is rubbing some people the wrong way in a state known for thumbing its nose at President Trump's anti-immigrant policies.
Mateo was appointed Wednesday to the Student Opportunity and Access Program Project Grant Advisory Committee, which seeks to increase college opportunities for low-income students.
Her appointment was praised by state Senate President Pro Tem Kevin de Leon, who also took a shot at the President.
Read More",UNDEFINED
103907,Slate,Trump Blasts Washington Post Following Report on Kelly Losing Power in White House,"White House Chief of Staff John Kelly attends a joint news conference in the East Room of the White House April 3, 2018 in Washington, D.C. Alex Wong/Getty Images
President Donald Trump was angry Sunday morning following a long, deeply reported piece in the Washington Post that claimed Chief of Staff John Kelly no longer has the power he once did inside the White House. The Post “is far more fiction than fact,” the president wrote. “Story after story is made up garbage—more like a poorly written novel than good reporting.” Trump then added flatly that the paper’s story on Kelly “isn’t true” and amounts to “just another hit job!”
The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly written novel than good reporting. Always quoting sources (not names), many of which don’t exist. Story on John Kelly isn’t true, just another hit job! — Donald J. Trump (@realDonaldTrump) April 8, 2018
This marks only the president’s latest attack against the paper, and its owner, Jeff Bezos. But the president is going to have to attack more than the Post to dismiss the story about a chief of staff in peril, considering it has become something of a theme. The clashes between Kelly and the president are “recurring and escalating,” wrote the Post. “Both his credibility and his influence have been severely diminished.”
Although Kelly was once seen as the man who could bring order to the White House, he is increasingly being left out of key decisions. And he no longer has the trust and support of some of the key members of Trump’s staff. The Post even notes he once angered First Lady Melania Trump. This is all par for the course when it comes to Trump’s White House. The Post explains:
Kelly is the latest high-profile example of a West Wing Icarus — swept high into Trump’s orbit, only to be singed and cast low. Nearly everyone who has entered the White House has emerged battered — rendered a punchline (former press secretary Sean Spicer), a Justice Department target (former national security adviser Michael Flynn) or a diminished shell, fired by presidential tweet (former secretary of state Rex Tillerson). No one knows how many days remain for Kelly, but when he leaves — either by the president’s hand or because of his own mounting frustration — he is almost certain to limp away damaged.
The Post is hardly alone in its assessment. Shortly before the paper published its story, Axios reported that Kelly threatened to quit on March 28 after a loud argument in an Oval Office meeting. “Very few people inside this White House feel secure or satisfied, given the wild, unpredictable mood and policy changes of Trump,” noted Axios’ Jonathan Swan. “Kelly months ago restored some order and sanity to the place but most of that is gone.”
Earlier in the week, the Associated Press also pointed out that Kelly “has receded from view, his clout diminished, his word less-trusted by staff and his guidance less tolerated by an increasingly go-it-alone president.” Trump is so frustrated by Kelly that he has even speculated about whether he could get rid of the chief of staff job entirely",LEFT
158089,CNN,Parents in California tor,"(CNN) A Northern California couple pleaded not guilty Thursday to charges stemming from the alleged neglect and torture of their 10 children, with prosecutors adding four lewd acts upon a child counts against the father, according to the Solano County District Attorney's Office.
Ina Rogers, 30, and husband Jonathan Allen, 29, were arraigned on an amended complaint before a Superior Court judge in a case involving allegations that the children were waterboarded, bitten and burned with scalding water.
The new complaint charges Allen with 20 felony counts, including seven alleging torture, nine for abuse or endangerment and four for allegedly committing a lewd and lascivious act on a child under 14.
Rogers faces nine felony counts of abuse or endangerment and one misdemeanor count of child endangering by health, according to the complaint.
The children have told investigators they had suffered puncture wounds, burns and bruising, as well as injuries consistent with being shot by pellet guns or BB guns.
Read More",UNDEFINED
186565,The Guardian,Gosport hospital deaths: families condemn 'scandalous' failings,"Families of the Gosport War Memorial hospital victims launched an excoriating attack on a system that held 12 separate investigations into the deaths yet held no one accountable.
Gosport hospital: more than 450 patients died due to opioid drugs policy Read more
“The inexcusable failure of them all is not only shameful, it is scandalous and it is immoral,” they said in a statement, read by Bridget Reeves, whose 88-year-old grandmother, Elsie Devine, died at the hospital in 1999.
Their “vulnerable” relatives “were stripped of their final words to their loved ones, silenced by overdoses”. It was “more than catastrophic”, they said.
“As victims of crime, we are all entitled to have an explanation when an alleged injustice has occurred. But this has been sinister, calculating, and those implicated must now face the full rigour of the criminal justice system.”
“These horrifying, shameful, unforgivable actions need to be disclosed in a criminal court for a jury to decide. Only then can we put our loved ones to rest.”
They described the lockdown, for 11 years, of the release of findings of a 2002 inquiry, as “an abuse by powers of the almighty”. They added: “The Department of Health and its chief medical officer ignored those serious findings and continued to put patient safety at the bottom of the pile.”
They described as “at best incompetent” a Hampshire police investigation, triggered by a “whistleblower” providing 1991 documentation “highlighting a culture that Dr [Jane] Barton [the GP accuses of prescribing deadly doses of painkillers to patients] had bought to the hospital”. The CPS’s failure to secure convictions was “devastating”.
'Disregard for human life': Gosport hospital inquiry's key findings Read more
Even more criticism was heaped on the inquests held into the deaths of 10 of the victims, with Barton and the nursing team afforded “top barristers” while relatives “had to fight for our legal representation coming on board at the 11th hour”.
Documentation was “redacted or simply removed” to ensure jurors did not get the whole picture, the statement said. “And, whilst they [jury] did still manage to conclude that the drugs administered were inappropriate, without logic, unjustifiable and shortened life,” the relatives were angered that the jury concluded they were given for “therapeutic purposes”.
Of the “defective” GMC hearing, which did not strike Barton off the medical register, “that proved to us all that they are simply not fit for purpose”.
Relatives had been treated with contempt throughout, they said. “Every government body and or quango locked together, with no chance of objectivity, impartiality and, ultimately, the truth.” There had been “inequality of arms” to stop families achieving justice, and regulatory bodies appeared to “do whatever they want”.
Knowing that complaints had been made the police in 1998 would have caused “outrage” if it had been made public at the time. “None of us would have allowed out loved ones to be admitted to Gosport War Memorial hospital had we known there was an ongoing police investigation.”
Victims
Elsie Devine, 88, Reeve’s grandmother, like others, died after the inappropriate administration of opioids, whose prescription was not in the best interests of the patient. She had been admitted for rehabilitation with kidney problems. Like many others she was “opioid-naive”, ie not chronically receiving opioid analgesics on a daily basis. She was given diamorphine and midazolam two days before her death in 1999. “My seven-stone grandmother, who did not have dementia and was recovering from a kidney infection, was pinned to the floor by four nurses and given enough drugs to lay out a 6ft violent man,” Reeves recently told the Sunday Times.
Gladys Richards , 91, who had dementia and lived in a nursing home, was admitted for rehabilitation on 17 August 1998 after fracturing her hip. She died four days later. Her daughter, Gillian MacKenzie, now 84, was the first relative to raise the alarm. “When I had contacted the police and said I wanted an appointment with somebody over an allegation of unlawful killing, I was told: “There there, my dear. You’re upset,” she told the BBC. Fighting for justice had taken over her life.
Arthur Cunningham, known as Brian, 79, was a widower with Parkinson’s disease and dementia, but was admitted for treatment for a pressure sore in September 1998. The former wartime fighter pilot died five days later. “He went in to be treated for bedsores. There’s no way he was near death,” his stepson Charles Farthing, told the Sunday Times. He was also opioid naïve. He was given a three-fold increase in pain relief three days before his death., the report said. The inquiry stated the hospital notes recorded relatives were anxious about the treatment.
Robert Wilson, 74, who died in 1998 was meant to be receiving rehabilitation after fracturing a shoulder, and was another the inquiry panel assessed had been administered opioids without appropriate clinical indication. He had told his family he was being drugged to death. “Help me, they’re killing me,” he begged his son Iain Wilson.
“I said, “No they’re not, Dad. They’re trying to do the best for you,” Wilson told the Sunday Times. “When I went in the following day, he was in a coma.” He added: “How I wish now I’d trust my instincts and got him out.”
Stan Carby, 65, a former naval officer, died in 1999 within 24 hours of being admitted to rehabilitation following a series of mini-strokes. His daughter, Cindy Grant, said he was expected to be home in a couple of weeks and relatives had seen him at 10.30pm the night before, when he was in “good spirits”. The next morning he was in a coma. When they asked Barton if he was going to die, she said: “Well, you’ve got to just let nature takes its course,” Grant told Radio 4’s Today programme. “He wasn’t in there to die. He was in there to get better,” said Grant.
Peggy Coates, 76, transferred from another hospital for rehabilitation after a stroke on June 2 1999. She died on 15 July , on the day she was given the first and high dose of diamorphine, the report said. The plan had been for her to return home, it said, so it was not clear why, on her admission, Barton wrote in the hospital notes: “Please make comfortable.....I am happy for my staff to confirm death.”",LEFT
179226,The Guardian,Democratic 2020 hopefuls toe progressive line at liberal conference,"Potential Democratic presidential candidates set out their 2020 credentials on Tuesday for a gathering of liberal activists, with barely a hint of daylight between them on a range of key progressive issues.
Speaking to an energetic crowd of hundreds in a Washington hotel ballroom, the candidates took turns touting their liberal bona fides in both prepared remarks and in answers to questions from questioners who had been chosen in advance.
Five Democratic senators appeared at the We The People Summit, an event hosted by number of major progressive groups, including the Communications Workers of America (CWA) and Planned Parenthood, that rallied attendees on issues ranging from mass incarceration to Medicare for All.
Sign up to receive the top US stories every morning
Chris Shelton, the president of CWA, which was one of the few unions to back Bernie Sanders in 2016, set the tone in his opening remarks when he said: “Today we come together to send a clear message to the Democratic party: that it must embrace a clear people’s agenda.”
He was followed by one of the event’s moderators, Heather McGhee of the thinktank Demos, who said: “We’re not pulling the party left, we’re pulling it into the future.”
The impact of that pull was seen in the question-and-answer session when the New York senator Kirsten Gillibrand embraced a financial transactions tax, saying: “Income inequality is the greatest threat to democracy right now.” Cory Booker, who was attacked during the 2012 election for defending Bain Capital, the private equity firm that once employed Mitt Romney, criticized the company by name along with several other hedge funds for “toxic” practices. Bain acquired Toys R Us, a New Jersey-based company, in 2005 as part of a leveraged buyout. The toy retailer recently declared bankruptcy, leaving its 30,000 workers without severance.
But all of the potential presidential hopefuls shared an allegiance to a laundry list of progressive issues.
They argued for a strong social safety net and condemned the Trump administration in equal measure. Booker insisted “you cannot have life, liberty or pursuit of happiness without public education, without retirement security, equal justice under the law” while the California Senator Kamala Harris said government had three essential functions “public education, public safety and public health”.
The room did not lack for criticisms of Trump. Bernie Sanders proclaimed that right-to-work laws were an “obscenity” while deriding the president for his demographic desire to divide up the country.
Elizabeth Warren at one point echoed Trump’s rhetoric about “draining the swamp” when she called for “hosing out the cesspool of corruption” in Washington DC.
20 Dems for 2020: who might the Democrats field next time around? Read more
Perhaps the most vigorous applause in the room was for the outgoing congressman Luis Gutiérrez, who received standing ovations and loud cheers when he condemned the Trump administration’s immigration policy and its efforts to crack down on asylum seekers and separate migrant families at the US-Mexico border. “I can think of nothing more cruel, more evil than to rip a child from a mother’s arms who is fleeing systematic rape, murder, torture.”
The Illinois Democrat also received loud cheers when he insisted that Puerto Rico’s energy grid should be rebuilt with “no carbon footprint”.
Phyllis Salowe-Kaye, executive director of NJ Citizen Action, a progressive advocacy group, was pleased that the crop of potential 2020 Democratic candidates is farther to the left than at any time in recent memory. But she said there was still work to do.
“It’s a good bench,” she said. “But 2020 is years away and I think some of them still need to be more progressive.”
Laila El-Zayatie and Xavier Thomas, college students in Pennsylvania, said they were impressed by Gillibrand and Gutiérrez, neither of whom they had heard of before the conference.
“His speech was the best of the night,” said Thomas. “He spoke straight from the heart.”
2020 vision? Kamala Harris oversight role gives Democrats a new rising star Read more
And yet after the summit finished both of them, who were Sanders supporters in 2016, still had a soft spot for the Vermonter.
“I agreed with so much of what he stood for before he ran,” said El-Zayatie. “He really has dedicated his entire life to trying to actively help people.” She also found another reason to support Sanders. “We’re both Jewish. We need that representation,” said the student at Millersville University.
Stacey Nelson, an SEIU member from Newark, New Jersey, said the remarks by her home state senator Cory Booker brought tears to her eyes.
“I really liked his message that we need to treat people the same,” Nelson said, nodding emphatically when asked if she would like him to run for president.
She said being in the room of activists was uplifting despite what she said was a constant stream of setbacks for people of color and immigrants.
“It feels like we’re in a fight – a real fight,” she said.",LEFT
139080,ABC News,UK makes it harder for officials to get patient data,"Britain's government says it has modified a controversial data-sharing agreement that allowed officials to track down people who might have broken immigration rules based on information collected by doctors.
The agreement had previously granted the government permission to seek details on people if there were questions about their immigration status, an arrangement slammed by British medical organizations as a violation of doctor-patient privilege.
In a statement Wednesday, the government said ""the circumstances in which the Home Office will request data ... has changed with immediate effect.""
The Home Office said information would only be collected for people being considered for deportation and who were convicted of a serious crime.
Helen Stokes-Lampard, chair of the Royal College of General Practitioners, called the decision ""a huge victory for common sense.""",CENTER
